query_id,split,family,persona,fid,gt,pair_id,off_rel,off_dec,menu_rel,menu_dec,abac_perm_rel,abac_perm_dec,abac_restr_rel,abac_restr_dec,r3only_rel,r3only_dec,pdp_rel,pdp_dec,pdp_tr_rel,pdp_tr_dec
Q0157,standard,,B_BR:E_B_BR,G06-00261,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
Q0158,standard,,H_HR:E_H_HR,G06-00266,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0159,standard,,H_HR:E_H_HR,G06-00336,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0160,standard,,F_PAY:E_F_PAY,G06-00216,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0161,standard,,F_PAY:E_F_PAY,G06-00291,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0162,standard,,F_CMP:E_F_CMP,G06-00141,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0163,standard,,F_CMP:E_F_CMP,G06-00156,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0164,standard,,B_BR:E_B_BR,G03-00250,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
Q0165,standard,,B_BR:E_B_BR,G03-00115,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
Q0166,standard,,C_CC:E_C_CC,G03-00285,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0167,standard,,C_CC:E_C_CC,G03-00330,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0168,standard,,H_HR:E_H_HR,G03-00135,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0169,standard,,H_HR:E_H_HR,G03-00340,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0170,standard,,F_PAY:E_F_PAY,G03-00245,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0171,standard,,F_PAY:E_F_PAY,G03-00365,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0172,standard,,F_CMP:E_F_CMP,G03-00260,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0173,standard,,F_CMP:E_F_CMP,G03-00155,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0174,standard,,B_BR:E_B_BR,G04-00369,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
Q0175,standard,,B_BR:E_B_BR,G04-00164,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
Q0176,standard,,S_DEP:E_S_DEP,G04-00099,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0177,standard,,S_DEP:E_S_DEP,G04-00274,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0178,standard,,H_HR:E_H_HR,G04-00264,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0179,standard,,H_HR:E_H_HR,G04-00199,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0180,standard,,F_PAY:E_F_PAY,G04-00164,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0181,standard,,F_PAY:E_F_PAY,G04-00149,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0182,standard,,F_CMP:E_F_CMP,G04-00204,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0183,standard,,F_CMP:E_F_CMP,G04-00229,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0184,standard,,H_HR:E_H_HR,G10-02237,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0185,standard,,H_HR:E_H_HR,G10-02233,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0186,standard,,F_PAY:E_F_PAY,G10-02268,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0187,standard,,F_PAY:E_F_PAY,G10-02235,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0188,standard,,F_CMP:E_F_CMP,G10-02225,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0189,standard,,F_CMP:E_F_CMP,G10-02203,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0190,standard,,B_BR:E_B_BR,G10-02267,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
Q0191,standard,,B_BR:E_B_BR,G10-02251,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
Q0192,standard,,B_RHQ:E_B_RHQ,G10-02233,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
Q0193,standard,,B_RHQ:E_B_RHQ,G10-02231,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
Q0194,standard,,H_HR:E_H_HR,G10-02144,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0195,standard,,H_HR:E_H_HR,G10-02134,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0196,standard,,F_PAY:E_F_PAY,G10-02159,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0197,standard,,F_PAY:E_F_PAY,G10-02158,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0198,standard,,F_CMP:E_F_CMP,G10-02149,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0199,standard,,F_CMP:E_F_CMP,G10-02143,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0200,standard,,B_BR:E_B_BR,G10-02125,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
Q0201,standard,,B_BR:E_B_BR,G10-02161,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
Q0202,standard,,B_RHQ:E_B_RHQ,G10-02146,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
Q0203,standard,,B_RHQ:E_B_RHQ,G10-02130,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
Q0204,standard,,S_ACC:E_S_ACC,G10-02149,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
Q0205,standard,,S_ACC:E_S_ACC,G10-02148,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
Q0206,standard,,S_ACC:E_S_ACC,G07-00587,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0207,standard,,F_CMP:E_F_CMP,G07-00587,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0208,standard,,H_HR:E_H_HR,G07-00587,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0209,standard,,F_PAY:E_F_PAY,G07-00587,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0210,standard,,B_BR:E_B_BR,G07-00587,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0211,standard,,S_ACC:E_S_ACC,G07-00696,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0212,standard,,S_ACC:E_S_ACC,G07-00777,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0213,standard,,H_HR:E_H_HR,G07-00777,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0214,standard,,H_HR:E_H_HR,G07-00702,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0215,standard,,F_PAY:E_F_PAY,G07-00774,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0216,standard,,F_PAY:E_F_PAY,G07-00813,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0217,standard,,F_CMP:E_F_CMP,G07-00693,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0218,standard,,F_CMP:E_F_CMP,G07-00741,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0219,standard,,F_DW:E_F_DW,G12-02475,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0220,standard,,H_HR:E_H_HR,G12-02475,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0221,standard,,F_PAY:E_F_PAY,G12-02475,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0222,standard,,F_CMP:E_F_CMP,G12-02475,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0223,standard,,F_DW:E_F_DW,G12-02486,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0224,standard,,F_DW:E_F_DW,G12-02578,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
Q0225,standard,,H_HR:E_H_HR,G12-02554,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0226,standard,,H_HR:E_H_HR,G12-02589,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0227,standard,,F_PAY:E_F_PAY,G12-02539,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0228,standard,,F_PAY:E_F_PAY,G12-02507,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0229,standard,,F_CMP:E_F_CMP,G12-02476,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
Q0230,standard,,F_CMP:E_F_CMP,G12-02512,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
P0231,paraphrase,polite,H_HR:E_H_HR,G09-00602,release,Q0001,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0232,paraphrase,reorder,H_HR:E_H_HR,G09-00602,release,Q0001,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0233,paraphrase,polite,H_HR:E_H_HR,G09-00773,release,Q0002,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0234,paraphrase,reorder,H_HR:E_H_HR,G09-00773,release,Q0002,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0235,paraphrase,polite,F_PAY:E_F_PAY,G09-00752,release,Q0003,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0236,paraphrase,reorder,F_PAY:E_F_PAY,G09-00752,release,Q0003,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0237,paraphrase,polite,F_PAY:E_F_PAY,G09-00803,release,Q0004,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0238,paraphrase,reorder,F_PAY:E_F_PAY,G09-00803,release,Q0004,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0239,paraphrase,polite,F_CMP:E_F_CMP,G09-00785,release,Q0005,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0240,paraphrase,reorder,F_CMP:E_F_CMP,G09-00785,release,Q0005,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0241,paraphrase,polite,F_CMP:E_F_CMP,G09-00599,release,Q0006,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0242,paraphrase,reorder,F_CMP:E_F_CMP,G09-00599,release,Q0006,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0243,paraphrase,polite,H_HR:E_H_HR,G09-01025,release,Q0017,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0244,paraphrase,reorder,H_HR:E_H_HR,G09-01025,release,Q0017,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0245,paraphrase,polite,H_HR:E_H_HR,G09-01017,release,Q0018,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0246,paraphrase,reorder,H_HR:E_H_HR,G09-01017,release,Q0018,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0247,paraphrase,polite,F_PAY:E_F_PAY,G09-00965,release,Q0019,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0248,paraphrase,reorder,F_PAY:E_F_PAY,G09-00965,release,Q0019,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0249,paraphrase,polite,F_PAY:E_F_PAY,G09-01005,release,Q0020,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0250,paraphrase,reorder,F_PAY:E_F_PAY,G09-01005,release,Q0020,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0251,paraphrase,polite,F_CMP:E_F_CMP,G09-01013,release,Q0021,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0252,paraphrase,reorder,F_CMP:E_F_CMP,G09-01013,release,Q0021,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0253,paraphrase,polite,F_CMP:E_F_CMP,G09-00969,release,Q0022,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0254,paraphrase,reorder,F_CMP:E_F_CMP,G09-00969,release,Q0022,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0255,paraphrase,polite,F_CMP:E_F_CMP,G08-00601,release,Q0029,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0256,paraphrase,reorder,F_CMP:E_F_CMP,G08-00601,release,Q0029,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0257,paraphrase,polite,F_CMP:E_F_CMP,G08-00745,release,Q0030,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0258,paraphrase,reorder,F_CMP:E_F_CMP,G08-00745,release,Q0030,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0259,paraphrase,polite,H_HR:E_H_HR,G08-00601,release,Q0033,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0260,paraphrase,reorder,H_HR:E_H_HR,G08-00601,release,Q0033,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0261,paraphrase,polite,H_HR:E_H_HR,G08-00721,release,Q0034,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0262,paraphrase,reorder,H_HR:E_H_HR,G08-00721,release,Q0034,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0263,paraphrase,polite,F_PAY:E_F_PAY,G08-00736,release,Q0037,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0264,paraphrase,reorder,F_PAY:E_F_PAY,G08-00736,release,Q0037,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0265,paraphrase,polite,F_PAY:E_F_PAY,G08-00712,release,Q0038,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0266,paraphrase,reorder,F_PAY:E_F_PAY,G08-00712,release,Q0038,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0267,paraphrase,polite,F_SEC:E_F_SEC,G08-00760,release,Q0041,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0268,paraphrase,reorder,F_SEC:E_F_SEC,G08-00760,release,Q0041,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0269,paraphrase,polite,F_SEC:E_F_SEC,G08-00691,release,Q0042,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0270,paraphrase,reorder,F_SEC:E_F_SEC,G08-00691,release,Q0042,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0271,paraphrase,polite,F_CMP:E_F_CMP,G08-01036,release,Q0045,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0272,paraphrase,reorder,F_CMP:E_F_CMP,G08-01036,release,Q0045,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0273,paraphrase,polite,F_CMP:E_F_CMP,G08-01046,release,Q0046,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0274,paraphrase,reorder,F_CMP:E_F_CMP,G08-01046,release,Q0046,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0275,paraphrase,polite,H_HR:E_H_HR,G08-00972,release,Q0049,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0276,paraphrase,reorder,H_HR:E_H_HR,G08-00972,release,Q0049,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0277,paraphrase,polite,H_HR:E_H_HR,G08-00940,release,Q0050,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0278,paraphrase,reorder,H_HR:E_H_HR,G08-00940,release,Q0050,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0279,paraphrase,polite,F_PAY:E_F_PAY,G08-01020,release,Q0051,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0280,paraphrase,reorder,F_PAY:E_F_PAY,G08-01020,release,Q0051,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0281,paraphrase,polite,F_PAY:E_F_PAY,G08-00940,release,Q0052,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0282,paraphrase,reorder,F_PAY:E_F_PAY,G08-00940,release,Q0052,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0283,paraphrase,polite,F_SAL:E_F_SAL,G05-00208,release,Q0059,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0284,paraphrase,reorder,F_SAL:E_F_SAL,G05-00208,release,Q0059,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0285,paraphrase,polite,F_SAL:E_F_SAL,G05-00318,release,Q0060,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0286,paraphrase,reorder,F_SAL:E_F_SAL,G05-00318,release,Q0060,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0287,paraphrase,polite,F_CMP:E_F_CMP,G05-00148,release,Q0061,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0288,paraphrase,reorder,F_CMP:E_F_CMP,G05-00148,release,Q0061,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0289,paraphrase,polite,F_CMP:E_F_CMP,G05-00143,release,Q0062,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0290,paraphrase,reorder,F_CMP:E_F_CMP,G05-00143,release,Q0062,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0291,paraphrase,polite,F_CMP:E_F_CMP,G05-00555,release,Q0073,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0292,paraphrase,reorder,F_CMP:E_F_CMP,G05-00555,release,Q0073,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0293,paraphrase,polite,F_CMP:E_F_CMP,G05-00537,release,Q0074,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0294,paraphrase,reorder,F_CMP:E_F_CMP,G05-00537,release,Q0074,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0295,paraphrase,polite,C_CC:E_C_CC,G02-00177,release,Q0085,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0296,paraphrase,reorder,C_CC:E_C_CC,G02-00177,release,Q0085,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0297,paraphrase,polite,C_CC:E_C_CC,G02-00252,release,Q0086,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0298,paraphrase,reorder,C_CC:E_C_CC,G02-00252,release,Q0086,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0299,paraphrase,polite,F_CMP:E_F_CMP,G02-00217,release,Q0091,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0300,paraphrase,reorder,F_CMP:E_F_CMP,G02-00217,release,Q0091,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0301,paraphrase,polite,F_CMP:E_F_CMP,G02-00082,release,Q0092,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0302,paraphrase,reorder,F_CMP:E_F_CMP,G02-00082,release,Q0092,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0303,paraphrase,polite,F_CMP:E_F_CMP,G02-00523,release,Q0097,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0304,paraphrase,reorder,F_CMP:E_F_CMP,G02-00523,release,Q0097,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0305,paraphrase,polite,F_CMP:E_F_CMP,G02-00510,release,Q0098,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0306,paraphrase,reorder,F_CMP:E_F_CMP,G02-00510,release,Q0098,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0307,paraphrase,polite,S_ACC:E_S_ACC,G01-00000,release,Q0105,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0308,paraphrase,reorder,S_ACC:E_S_ACC,G01-00000,release,Q0105,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0309,paraphrase,polite,B_BR:E_B_BR,G01-00000,release,Q0106,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
