query_id,split,family,persona,coords,arm,attr_used,treq_used,k,ledger,fid,released,gt_action,leak,over,rule,reason,canary_ref,gt_peritem_tier
Q0140,standard,,B_RHQ:E_B_RHQ,gt,abac_restr,AL,3,5,,G11-02334,0,withhold,0,0,abac_restr,cell-miss,,0
Q0140,standard,,B_RHQ:E_B_RHQ,gt,idpdm,AL,3,5,,G11-02334,0,withhold,0,0,C1,cell-miss(AL),,0
Q0141,standard,,B_RHQ:E_B_RHQ,gt,ungoverned,AL,3,5,,G11-02304,1,withhold,1,0,-,no-governance,,0
Q0141,standard,,B_RHQ:E_B_RHQ,gt,menu,AL,3,5,,G11-02304,0,withhold,0,0,menu,template-level,,0
Q0141,standard,,B_RHQ:E_B_RHQ,gt,abac_perm,AL,3,5,,G11-02304,0,withhold,0,0,abac_perm,cell-miss,,0
Q0141,standard,,B_RHQ:E_B_RHQ,gt,abac_restr,AL,3,5,,G11-02304,0,withhold,0,0,abac_restr,cell-miss,,0
Q0141,standard,,B_RHQ:E_B_RHQ,gt,idpdm,AL,3,5,,G11-02304,0,withhold,0,0,C1,cell-miss(AL),,0
Q0142,standard,,F_SAL:E_F_SAL,gt,ungoverned,RM,1,5,,SAR-00001,1,withhold,1,0,-,no-governance,,0
Q0142,standard,,F_SAL:E_F_SAL,gt,menu,RM,1,5,,SAR-00001,1,withhold,1,0,menu,template-level,,0
Q0142,standard,,F_SAL:E_F_SAL,gt,abac_perm,RM,1,5,,SAR-00001,1,withhold,1,0,abac_perm,cell-open(≤2) tier-blind,,0
Q0142,standard,,F_SAL:E_F_SAL,gt,abac_restr,RM,1,5,,SAR-00001,1,withhold,1,0,abac_restr,tier 1<=max 2,,0
Q0142,standard,,F_SAL:E_F_SAL,gt,idpdm,RM,1,5,,SAR-00001,0,withhold,0,0,R3,R3:cls 3>1,,0
Q0143,standard,,F_SAL:E_F_SAL,gt,ungoverned,RM,1,5,,G06-00081,1,release,0,0,-,no-governance,,1
Q0143,standard,,F_SAL:E_F_SAL,gt,menu,RM,1,5,,G06-00081,1,release,0,0,menu,template-level,,1
Q0143,standard,,F_SAL:E_F_SAL,gt,abac_perm,RM,1,5,,G06-00081,1,release,0,0,abac_perm,cell-open(≤2) tier-blind,,1
Q0143,standard,,F_SAL:E_F_SAL,gt,abac_restr,RM,1,5,,G06-00081,1,release,0,0,abac_restr,tier 1<=max 2,,1
Q0143,standard,,F_SAL:E_F_SAL,gt,idpdm,RM,1,5,,G06-00081,1,release,0,0,R3,R3:ok,,1
Q0144,standard,,S_DIV:E_S_DIV,gt,ungoverned,RM,1,5,,SAR-00001,1,withhold,1,0,-,no-governance,,0
Q0144,standard,,S_DIV:E_S_DIV,gt,menu,RM,1,5,,SAR-00001,1,withhold,1,0,menu,template-level,,0
Q0144,standard,,S_DIV:E_S_DIV,gt,abac_perm,RM,1,5,,SAR-00001,1,withhold,1,0,abac_perm,cell-open(≤1) tier-blind,,0
Q0144,standard,,S_DIV:E_S_DIV,gt,abac_restr,RM,1,5,,SAR-00001,1,withhold,1,0,abac_restr,tier 1<=max 1,,0
Q0144,standard,,S_DIV:E_S_DIV,gt,idpdm,RM,1,5,,SAR-00001,0,withhold,0,0,R3,R3:cls 3>1,,0
Q0145,standard,,S_DIV:E_S_DIV,gt,ungoverned,RM,1,5,,G06-00081,1,release,0,0,-,no-governance,,1
Q0145,standard,,S_DIV:E_S_DIV,gt,menu,RM,1,5,,G06-00081,1,release,0,0,menu,template-level,,1
Q0145,standard,,S_DIV:E_S_DIV,gt,abac_perm,RM,1,5,,G06-00081,1,release,0,0,abac_perm,cell-open(≤1) tier-blind,,1
Q0145,standard,,S_DIV:E_S_DIV,gt,abac_restr,RM,1,5,,G06-00081,1,release,0,0,abac_restr,tier 1<=max 1,,1
Q0145,standard,,S_DIV:E_S_DIV,gt,idpdm,RM,1,5,,G06-00081,1,release,0,0,R3,R3:ok,,1
Q0146,standard,,H_HR:E_H_HR,gt,ungoverned,RM,1,5,,SAR-00001,1,withhold,1,0,-,no-governance,,0
Q0146,standard,,H_HR:E_H_HR,gt,menu,RM,1,5,,SAR-00001,0,withhold,0,0,menu,template-level,,0
Q0146,standard,,H_HR:E_H_HR,gt,abac_perm,RM,1,5,,SAR-00001,0,withhold,0,0,abac_perm,cell-miss,,0
Q0146,standard,,H_HR:E_H_HR,gt,abac_restr,RM,1,5,,SAR-00001,0,withhold,0,0,abac_restr,cell-miss,,0
Q0146,standard,,H_HR:E_H_HR,gt,idpdm,RM,1,5,,SAR-00001,0,withhold,0,0,C1,cell-miss(RM),,0
Q0147,standard,,H_HR:E_H_HR,gt,ungoverned,RM,1,5,,G06-00081,1,withhold,1,0,-,no-governance,,0
Q0147,standard,,H_HR:E_H_HR,gt,menu,RM,1,5,,G06-00081,0,withhold,0,0,menu,template-level,,0
Q0147,standard,,H_HR:E_H_HR,gt,abac_perm,RM,1,5,,G06-00081,0,withhold,0,0,abac_perm,cell-miss,,0
Q0147,standard,,H_HR:E_H_HR,gt,abac_restr,RM,1,5,,G06-00081,0,withhold,0,0,abac_restr,cell-miss,,0
Q0147,standard,,H_HR:E_H_HR,gt,idpdm,RM,1,5,,G06-00081,0,withhold,0,0,C1,cell-miss(RM),,0
Q0148,standard,,F_PAY:E_F_PAY,gt,ungoverned,RM,1,5,,G06-00081,1,withhold,1,0,-,no-governance,,0
Q0148,standard,,F_PAY:E_F_PAY,gt,menu,RM,1,5,,G06-00081,0,withhold,0,0,menu,template-level,,0
Q0148,standard,,F_PAY:E_F_PAY,gt,abac_perm,RM,1,5,,G06-00081,0,withhold,0,0,abac_perm,cell-miss,,0
Q0148,standard,,F_PAY:E_F_PAY,gt,abac_restr,RM,1,5,,G06-00081,0,withhold,0,0,abac_restr,cell-miss,,0
Q0148,standard,,F_PAY:E_F_PAY,gt,idpdm,RM,1,5,,G06-00081,0,withhold,0,0,C1,cell-miss(RM),,0
Q0149,standard,,F_PAY:E_F_PAY,gt,ungoverned,RM,1,5,,SAR-00001,1,withhold,1,0,-,no-governance,,0
Q0149,standard,,F_PAY:E_F_PAY,gt,menu,RM,1,5,,SAR-00001,0,withhold,0,0,menu,template-level,,0
Q0149,standard,,F_PAY:E_F_PAY,gt,abac_perm,RM,1,5,,SAR-00001,0,withhold,0,0,abac_perm,cell-miss,,0
Q0149,standard,,F_PAY:E_F_PAY,gt,abac_restr,RM,1,5,,SAR-00001,0,withhold,0,0,abac_restr,cell-miss,,0
Q0149,standard,,F_PAY:E_F_PAY,gt,idpdm,RM,1,5,,SAR-00001,0,withhold,0,0,C1,cell-miss(RM),,0
Q0150,standard,,F_CMP:E_F_CMP,gt,ungoverned,RM,1,5,,SAR-00001,1,release,0,0,-,no-governance,,1
Q0150,standard,,F_CMP:E_F_CMP,gt,menu,RM,1,5,,SAR-00001,1,release,0,0,menu,template-level,,1
Q0150,standard,,F_CMP:E_F_CMP,gt,abac_perm,RM,1,5,,SAR-00001,1,release,0,0,abac_perm,cell-open(≤3) tier-blind,,1
Q0150,standard,,F_CMP:E_F_CMP,gt,abac_restr,RM,1,5,,SAR-00001,1,release,0,0,abac_restr,tier 1<=max 3,,1
Q0150,standard,,F_CMP:E_F_CMP,gt,idpdm,RM,1,5,,SAR-00001,1,release,0,0,R3,R3:ok,,1
Q0151,standard,,F_CMP:E_F_CMP,gt,ungoverned,RM,1,5,,G06-00081,1,release,0,0,-,no-governance,,1
Q0151,standard,,F_CMP:E_F_CMP,gt,menu,RM,1,5,,G06-00081,1,release,0,0,menu,template-level,,1
Q0151,standard,,F_CMP:E_F_CMP,gt,abac_perm,RM,1,5,,G06-00081,1,release,0,0,abac_perm,cell-open(≤3) tier-blind,,1
Q0151,standard,,F_CMP:E_F_CMP,gt,abac_restr,RM,1,5,,G06-00081,1,release,0,0,abac_restr,tier 1<=max 3,,1
Q0151,standard,,F_CMP:E_F_CMP,gt,idpdm,RM,1,5,,G06-00081,1,release,0,0,R3,R3:ok,,1
Q0152,standard,,F_SAL:E_F_SAL,gt,ungoverned,RM,2,5,,G06-00221,1,release,0,0,-,no-governance,,2
Q0152,standard,,F_SAL:E_F_SAL,gt,menu,RM,2,5,,G06-00221,1,release,0,0,menu,template-level,,2
Q0152,standard,,F_SAL:E_F_SAL,gt,abac_perm,RM,2,5,,G06-00221,1,release,0,0,abac_perm,cell-open(≤2) tier-blind,,2
Q0152,standard,,F_SAL:E_F_SAL,gt,abac_restr,RM,2,5,,G06-00221,1,release,0,0,abac_restr,tier 2<=max 2,,2
Q0152,standard,,F_SAL:E_F_SAL,gt,idpdm,RM,2,5,,G06-00221,1,release,0,0,R3,R3:ok,,2
Q0153,standard,,F_SAL:E_F_SAL,gt,ungoverned,RM,2,5,,G06-00116,1,release,0,0,-,no-governance,,2
Q0153,standard,,F_SAL:E_F_SAL,gt,menu,RM,2,5,,G06-00116,1,release,0,0,menu,template-level,,2
Q0153,standard,,F_SAL:E_F_SAL,gt,abac_perm,RM,2,5,,G06-00116,1,release,0,0,abac_perm,cell-open(≤2) tier-blind,,2
Q0153,standard,,F_SAL:E_F_SAL,gt,abac_restr,RM,2,5,,G06-00116,1,release,0,0,abac_restr,tier 2<=max 2,,2
Q0153,standard,,F_SAL:E_F_SAL,gt,idpdm,RM,2,5,,G06-00116,1,release,0,0,R3,R3:ok,,2
Q0154,standard,,S_ACC:E_S_ACC,gt,ungoverned,RM,2,5,,G06-00281,1,release,0,0,-,no-governance,,2
Q0154,standard,,S_ACC:E_S_ACC,gt,menu,RM,2,5,,G06-00281,1,release,0,0,menu,template-level,,2
Q0154,standard,,S_ACC:E_S_ACC,gt,abac_perm,RM,2,5,,G06-00281,1,release,0,0,abac_perm,cell-open(≤2) tier-blind,,2
Q0154,standard,,S_ACC:E_S_ACC,gt,abac_restr,RM,2,5,,G06-00281,1,release,0,0,abac_restr,tier 2<=max 2,,2
Q0154,standard,,S_ACC:E_S_ACC,gt,idpdm,RM,2,5,,G06-00281,1,release,0,0,R3,R3:ok,,2
Q0155,standard,,S_ACC:E_S_ACC,gt,ungoverned,RM,2,5,,G06-00121,1,release,0,0,-,no-governance,,2
Q0155,standard,,S_ACC:E_S_ACC,gt,menu,RM,2,5,,G06-00121,1,release,0,0,menu,template-level,,2
Q0155,standard,,S_ACC:E_S_ACC,gt,abac_perm,RM,2,5,,G06-00121,1,release,0,0,abac_perm,cell-open(≤2) tier-blind,,2
Q0155,standard,,S_ACC:E_S_ACC,gt,abac_restr,RM,2,5,,G06-00121,1,release,0,0,abac_restr,tier 2<=max 2,,2
Q0155,standard,,S_ACC:E_S_ACC,gt,idpdm,RM,2,5,,G06-00121,1,release,0,0,R3,R3:ok,,2
Q0156,standard,,B_BR:E_B_BR,gt,ungoverned,RM,2,5,,G06-00201,1,withhold,1,0,-,no-governance,,0
Q0156,standard,,B_BR:E_B_BR,gt,menu,RM,2,5,,G06-00201,1,withhold,1,0,menu,template-level,,0
Q0156,standard,,B_BR:E_B_BR,gt,abac_perm,RM,2,5,,G06-00201,1,withhold,1,0,abac_perm,cell-open(≤2) tier-blind,,0
Q0156,standard,,B_BR:E_B_BR,gt,abac_restr,RM,2,5,,G06-00201,1,withhold,1,0,abac_restr,tier 2<=max 2,,0
Q0156,standard,,B_BR:E_B_BR,gt,idpdm,RM,2,5,,G06-00201,0,withhold,0,0,R3,R3:row(hierarchy subtree 밖),,0
Q0157,standard,,B_BR:E_B_BR,gt,ungoverned,RM,2,5,,G06-00261,1,withhold,1,0,-,no-governance,,0
Q0157,standard,,B_BR:E_B_BR,gt,menu,RM,2,5,,G06-00261,1,withhold,1,0,menu,template-level,,0
Q0157,standard,,B_BR:E_B_BR,gt,abac_perm,RM,2,5,,G06-00261,1,withhold,1,0,abac_perm,cell-open(≤2) tier-blind,,0
Q0157,standard,,B_BR:E_B_BR,gt,abac_restr,RM,2,5,,G06-00261,1,withhold,1,0,abac_restr,tier 2<=max 2,,0
Q0157,standard,,B_BR:E_B_BR,gt,idpdm,RM,2,5,,G06-00261,0,withhold,0,0,R3,R3:row(hierarchy subtree 밖),,0
Q0158,standard,,H_HR:E_H_HR,gt,ungoverned,RM,2,5,,G06-00266,1,withhold,1,0,-,no-governance,,0
Q0158,standard,,H_HR:E_H_HR,gt,menu,RM,2,5,,G06-00266,0,withhold,0,0,menu,template-level,,0
Q0158,standard,,H_HR:E_H_HR,gt,abac_perm,RM,2,5,,G06-00266,0,withhold,0,0,abac_perm,cell-miss,,0
Q0158,standard,,H_HR:E_H_HR,gt,abac_restr,RM,2,5,,G06-00266,0,withhold,0,0,abac_restr,cell-miss,,0
Q0158,standard,,H_HR:E_H_HR,gt,idpdm,RM,2,5,,G06-00266,0,withhold,0,0,C1,cell-miss(RM),,0
Q0159,standard,,H_HR:E_H_HR,gt,ungoverned,RM,2,5,,G06-00336,1,withhold,1,0,-,no-governance,,0
Q0159,standard,,H_HR:E_H_HR,gt,menu,RM,2,5,,G06-00336,0,withhold,0,0,menu,template-level,,0
Q0159,standard,,H_HR:E_H_HR,gt,abac_perm,RM,2,5,,G06-00336,0,withhold,0,0,abac_perm,cell-miss,,0
Q0159,standard,,H_HR:E_H_HR,gt,abac_restr,RM,2,5,,G06-00336,0,withhold,0,0,abac_restr,cell-miss,,0
Q0159,standard,,H_HR:E_H_HR,gt,idpdm,RM,2,5,,G06-00336,0,withhold,0,0,C1,cell-miss(RM),,0
Q0160,standard,,F_PAY:E_F_PAY,gt,ungoverned,RM,2,5,,G06-00216,1,withhold,1,0,-,no-governance,,0
Q0160,standard,,F_PAY:E_F_PAY,gt,menu,RM,2,5,,G06-00216,0,withhold,0,0,menu,template-level,,0
Q0160,standard,,F_PAY:E_F_PAY,gt,abac_perm,RM,2,5,,G06-00216,0,withhold,0,0,abac_perm,cell-miss,,0
Q0160,standard,,F_PAY:E_F_PAY,gt,abac_restr,RM,2,5,,G06-00216,0,withhold,0,0,abac_restr,cell-miss,,0
Q0160,standard,,F_PAY:E_F_PAY,gt,idpdm,RM,2,5,,G06-00216,0,withhold,0,0,C1,cell-miss(RM),,0
Q0161,standard,,F_PAY:E_F_PAY,gt,ungoverned,RM,2,5,,G06-00291,1,withhold,1,0,-,no-governance,,0
Q0161,standard,,F_PAY:E_F_PAY,gt,menu,RM,2,5,,G06-00291,0,withhold,0,0,menu,template-level,,0
Q0161,standard,,F_PAY:E_F_PAY,gt,abac_perm,RM,2,5,,G06-00291,0,withhold,0,0,abac_perm,cell-miss,,0
Q0161,standard,,F_PAY:E_F_PAY,gt,abac_restr,RM,2,5,,G06-00291,0,withhold,0,0,abac_restr,cell-miss,,0
Q0161,standard,,F_PAY:E_F_PAY,gt,idpdm,RM,2,5,,G06-00291,0,withhold,0,0,C1,cell-miss(RM),,0
Q0162,standard,,F_CMP:E_F_CMP,gt,ungoverned,RM,2,5,,G06-00141,1,release,0,0,-,no-governance,,2
Q0162,standard,,F_CMP:E_F_CMP,gt,menu,RM,2,5,,G06-00141,1,release,0,0,menu,template-level,,2
Q0162,standard,,F_CMP:E_F_CMP,gt,abac_perm,RM,2,5,,G06-00141,1,release,0,0,abac_perm,cell-open(≤3) tier-blind,,2
Q0162,standard,,F_CMP:E_F_CMP,gt,abac_restr,RM,2,5,,G06-00141,1,release,0,0,abac_restr,tier 2<=max 3,,2
Q0162,standard,,F_CMP:E_F_CMP,gt,idpdm,RM,2,5,,G06-00141,1,release,0,0,R3,R3:ok,,2
Q0163,standard,,F_CMP:E_F_CMP,gt,ungoverned,RM,2,5,,G06-00156,1,release,0,0,-,no-governance,,2
Q0163,standard,,F_CMP:E_F_CMP,gt,menu,RM,2,5,,G06-00156,1,release,0,0,menu,template-level,,2
Q0163,standard,,F_CMP:E_F_CMP,gt,abac_perm,RM,2,5,,G06-00156,1,release,0,0,abac_perm,cell-open(≤3) tier-blind,,2
Q0163,standard,,F_CMP:E_F_CMP,gt,abac_restr,RM,2,5,,G06-00156,1,release,0,0,abac_restr,tier 2<=max 3,,2
Q0163,standard,,F_CMP:E_F_CMP,gt,idpdm,RM,2,5,,G06-00156,1,release,0,0,R3,R3:ok,,2
Q0164,standard,,B_BR:E_B_BR,gt,ungoverned,TA,2,5,,G03-00250,1,withhold,1,0,-,no-governance,,0
Q0164,standard,,B_BR:E_B_BR,gt,menu,TA,2,5,,G03-00250,1,withhold,1,0,menu,template-level,,0
Q0164,standard,,B_BR:E_B_BR,gt,abac_perm,TA,2,5,,G03-00250,1,withhold,1,0,abac_perm,cell-open(≤3) tier-blind,,0
Q0164,standard,,B_BR:E_B_BR,gt,abac_restr,TA,2,5,,G03-00250,1,withhold,1,0,abac_restr,tier 2<=max 3,,0
Q0164,standard,,B_BR:E_B_BR,gt,idpdm,TA,2,5,,G03-00250,0,withhold,0,0,R3,R3:row(hierarchy subtree 밖),,0
Q0165,standard,,B_BR:E_B_BR,gt,ungoverned,TA,2,5,,G03-00115,1,withhold,1,0,-,no-governance,,0
Q0165,standard,,B_BR:E_B_BR,gt,menu,TA,2,5,,G03-00115,1,withhold,1,0,menu,template-level,,0
Q0165,standard,,B_BR:E_B_BR,gt,abac_perm,TA,2,5,,G03-00115,1,withhold,1,0,abac_perm,cell-open(≤3) tier-blind,,0
Q0165,standard,,B_BR:E_B_BR,gt,abac_restr,TA,2,5,,G03-00115,1,withhold,1,0,abac_restr,tier 2<=max 3,,0
Q0165,standard,,B_BR:E_B_BR,gt,idpdm,TA,2,5,,G03-00115,0,withhold,0,0,R3,R3:row(hierarchy subtree 밖),,0
Q0166,standard,,C_CC:E_C_CC,gt,ungoverned,TA,2,5,,G03-00285,1,release,0,0,-,no-governance,,2
Q0166,standard,,C_CC:E_C_CC,gt,menu,TA,2,5,,G03-00285,1,release,0,0,menu,template-level,,2
Q0166,standard,,C_CC:E_C_CC,gt,abac_perm,TA,2,5,,G03-00285,1,release,0,0,abac_perm,cell-open(≤3) tier-blind,,2
Q0166,standard,,C_CC:E_C_CC,gt,abac_restr,TA,2,5,,G03-00285,1,release,0,0,abac_restr,tier 2<=max 3,,2
Q0166,standard,,C_CC:E_C_CC,gt,idpdm,TA,2,5,,G03-00285,1,release,0,0,R3,R3:ok,,2
Q0167,standard,,C_CC:E_C_CC,gt,ungoverned,TA,2,5,,G03-00330,1,release,0,0,-,no-governance,,2
Q0167,standard,,C_CC:E_C_CC,gt,menu,TA,2,5,,G03-00330,1,release,0,0,menu,template-level,,2
Q0167,standard,,C_CC:E_C_CC,gt,abac_perm,TA,2,5,,G03-00330,1,release,0,0,abac_perm,cell-open(≤3) tier-blind,,2
Q0167,standard,,C_CC:E_C_CC,gt,abac_restr,TA,2,5,,G03-00330,1,release,0,0,abac_restr,tier 2<=max 3,,2
Q0167,standard,,C_CC:E_C_CC,gt,idpdm,TA,2,5,,G03-00330,1,release,0,0,R3,R3:ok,,2
Q0168,standard,,H_HR:E_H_HR,gt,ungoverned,TA,2,5,,G03-00135,1,withhold,1,0,-,no-governance,,0
Q0168,standard,,H_HR:E_H_HR,gt,menu,TA,2,5,,G03-00135,0,withhold,0,0,menu,template-level,,0
Q0168,standard,,H_HR:E_H_HR,gt,abac_perm,TA,2,5,,G03-00135,0,withhold,0,0,abac_perm,cell-miss,,0
Q0168,standard,,H_HR:E_H_HR,gt,abac_restr,TA,2,5,,G03-00135,0,withhold,0,0,abac_restr,cell-miss,,0
Q0168,standard,,H_HR:E_H_HR,gt,idpdm,TA,2,5,,G03-00135,0,withhold,0,0,C1,cell-miss(TA),,0
Q0169,standard,,H_HR:E_H_HR,gt,ungoverned,TA,2,5,,G03-00340,1,withhold,1,0,-,no-governance,,0
Q0169,standard,,H_HR:E_H_HR,gt,menu,TA,2,5,,G03-00340,0,withhold,0,0,menu,template-level,,0
Q0169,standard,,H_HR:E_H_HR,gt,abac_perm,TA,2,5,,G03-00340,0,withhold,0,0,abac_perm,cell-miss,,0
Q0169,standard,,H_HR:E_H_HR,gt,abac_restr,TA,2,5,,G03-00340,0,withhold,0,0,abac_restr,cell-miss,,0
Q0169,standard,,H_HR:E_H_HR,gt,idpdm,TA,2,5,,G03-00340,0,withhold,0,0,C1,cell-miss(TA),,0
Q0170,standard,,F_PAY:E_F_PAY,gt,ungoverned,TA,2,5,,G03-00245,1,withhold,1,0,-,no-governance,,0
Q0170,standard,,F_PAY:E_F_PAY,gt,menu,TA,2,5,,G03-00245,0,withhold,0,0,menu,template-level,,0
Q0170,standard,,F_PAY:E_F_PAY,gt,abac_perm,TA,2,5,,G03-00245,0,withhold,0,0,abac_perm,cell-miss,,0
Q0170,standard,,F_PAY:E_F_PAY,gt,abac_restr,TA,2,5,,G03-00245,0,withhold,0,0,abac_restr,cell-miss,,0
Q0170,standard,,F_PAY:E_F_PAY,gt,idpdm,TA,2,5,,G03-00245,0,withhold,0,0,C1,cell-miss(TA),,0
Q0171,standard,,F_PAY:E_F_PAY,gt,ungoverned,TA,2,5,,G03-00365,1,withhold,1,0,-,no-governance,,0
Q0171,standard,,F_PAY:E_F_PAY,gt,menu,TA,2,5,,G03-00365,0,withhold,0,0,menu,template-level,,0
Q0171,standard,,F_PAY:E_F_PAY,gt,abac_perm,TA,2,5,,G03-00365,0,withhold,0,0,abac_perm,cell-miss,,0
Q0171,standard,,F_PAY:E_F_PAY,gt,abac_restr,TA,2,5,,G03-00365,0,withhold,0,0,abac_restr,cell-miss,,0
Q0171,standard,,F_PAY:E_F_PAY,gt,idpdm,TA,2,5,,G03-00365,0,withhold,0,0,C1,cell-miss(TA),,0
Q0172,standard,,F_CMP:E_F_CMP,gt,ungoverned,TA,2,5,,G03-00260,1,release,0,0,-,no-governance,,2
Q0172,standard,,F_CMP:E_F_CMP,gt,menu,TA,2,5,,G03-00260,1,release,0,0,menu,template-level,,2
Q0172,standard,,F_CMP:E_F_CMP,gt,abac_perm,TA,2,5,,G03-00260,1,release,0,0,abac_perm,cell-open(≤3) tier-blind,,2
Q0172,standard,,F_CMP:E_F_CMP,gt,abac_restr,TA,2,5,,G03-00260,1,release,0,0,abac_restr,tier 2<=max 3,,2
Q0172,standard,,F_CMP:E_F_CMP,gt,idpdm,TA,2,5,,G03-00260,1,release,0,0,R3,R3:ok,,2
Q0173,standard,,F_CMP:E_F_CMP,gt,ungoverned,TA,2,5,,G03-00155,1,release,0,0,-,no-governance,,2
Q0173,standard,,F_CMP:E_F_CMP,gt,menu,TA,2,5,,G03-00155,1,release,0,0,menu,template-level,,2
Q0173,standard,,F_CMP:E_F_CMP,gt,abac_perm,TA,2,5,,G03-00155,1,release,0,0,abac_perm,cell-open(≤3) tier-blind,,2
Q0173,standard,,F_CMP:E_F_CMP,gt,abac_restr,TA,2,5,,G03-00155,1,release,0,0,abac_restr,tier 2<=max 3,,2
Q0173,standard,,F_CMP:E_F_CMP,gt,idpdm,TA,2,5,,G03-00155,1,release,0,0,R3,R3:ok,,2
Q0174,standard,,B_BR:E_B_BR,gt,ungoverned,AB,2,5,,G04-00369,1,withhold,1,0,-,no-governance,,0
Q0174,standard,,B_BR:E_B_BR,gt,menu,AB,2,5,,G04-00369,1,withhold,1,0,menu,template-level,,0
Q0174,standard,,B_BR:E_B_BR,gt,abac_perm,AB,2,5,,G04-00369,1,withhold,1,0,abac_perm,cell-open(≤3) tier-blind,,0
Q0174,standard,,B_BR:E_B_BR,gt,abac_restr,AB,2,5,,G04-00369,1,withhold,1,0,abac_restr,tier 2<=max 3,,0
Q0174,standard,,B_BR:E_B_BR,gt,idpdm,AB,2,5,,G04-00369,0,withhold,0,0,R3,R3:row(hierarchy subtree 밖),,0
Q0175,standard,,B_BR:E_B_BR,gt,ungoverned,AB,2,5,,G04-00164,1,withhold,1,0,-,no-governance,,0
Q0175,standard,,B_BR:E_B_BR,gt,menu,AB,2,5,,G04-00164,1,withhold,1,0,menu,template-level,,0
Q0175,standard,,B_BR:E_B_BR,gt,abac_perm,AB,2,5,,G04-00164,1,withhold,1,0,abac_perm,cell-open(≤3) tier-blind,,0
Q0175,standard,,B_BR:E_B_BR,gt,abac_restr,AB,2,5,,G04-00164,1,withhold,1,0,abac_restr,tier 2<=max 3,,0
Q0175,standard,,B_BR:E_B_BR,gt,idpdm,AB,2,5,,G04-00164,0,withhold,0,0,R3,R3:row(hierarchy subtree 밖),,0
Q0176,standard,,S_DEP:E_S_DEP,gt,ungoverned,AB,2,5,,G04-00099,1,withhold,1,0,-,no-governance,,0
Q0176,standard,,S_DEP:E_S_DEP,gt,menu,AB,2,5,,G04-00099,1,withhold,1,0,menu,template-level,,0
Q0176,standard,,S_DEP:E_S_DEP,gt,abac_perm,AB,2,5,,G04-00099,1,withhold,1,0,abac_perm,cell-open(≤1) tier-blind,,0
Q0176,standard,,S_DEP:E_S_DEP,gt,abac_restr,AB,2,5,,G04-00099,0,withhold,0,0,abac_restr,tier 2<=max 1,,0
Q0176,standard,,S_DEP:E_S_DEP,gt,idpdm,AB,2,5,,G04-00099,0,withhold,0,0,D_final,tier 2>1,,0
Q0177,standard,,S_DEP:E_S_DEP,gt,ungoverned,AB,2,5,,G04-00274,1,withhold,1,0,-,no-governance,,0
Q0177,standard,,S_DEP:E_S_DEP,gt,menu,AB,2,5,,G04-00274,1,withhold,1,0,menu,template-level,,0
Q0177,standard,,S_DEP:E_S_DEP,gt,abac_perm,AB,2,5,,G04-00274,1,withhold,1,0,abac_perm,cell-open(≤1) tier-blind,,0
Q0177,standard,,S_DEP:E_S_DEP,gt,abac_restr,AB,2,5,,G04-00274,0,withhold,0,0,abac_restr,tier 2<=max 1,,0
Q0177,standard,,S_DEP:E_S_DEP,gt,idpdm,AB,2,5,,G04-00274,0,withhold,0,0,D_final,tier 2>1,,0
Q0178,standard,,H_HR:E_H_HR,gt,ungoverned,AB,2,5,,G04-00264,1,withhold,1,0,-,no-governance,,0
Q0178,standard,,H_HR:E_H_HR,gt,menu,AB,2,5,,G04-00264,0,withhold,0,0,menu,template-level,,0
Q0178,standard,,H_HR:E_H_HR,gt,abac_perm,AB,2,5,,G04-00264,0,withhold,0,0,abac_perm,cell-miss,,0
Q0178,standard,,H_HR:E_H_HR,gt,abac_restr,AB,2,5,,G04-00264,0,withhold,0,0,abac_restr,cell-miss,,0
Q0178,standard,,H_HR:E_H_HR,gt,idpdm,AB,2,5,,G04-00264,0,withhold,0,0,C1,cell-miss(AB),,0
Q0179,standard,,H_HR:E_H_HR,gt,ungoverned,AB,2,5,,G04-00199,1,withhold,1,0,-,no-governance,,0
Q0179,standard,,H_HR:E_H_HR,gt,menu,AB,2,5,,G04-00199,0,withhold,0,0,menu,template-level,,0
Q0179,standard,,H_HR:E_H_HR,gt,abac_perm,AB,2,5,,G04-00199,0,withhold,0,0,abac_perm,cell-miss,,0
Q0179,standard,,H_HR:E_H_HR,gt,abac_restr,AB,2,5,,G04-00199,0,withhold,0,0,abac_restr,cell-miss,,0
Q0179,standard,,H_HR:E_H_HR,gt,idpdm,AB,2,5,,G04-00199,0,withhold,0,0,C1,cell-miss(AB),,0
Q0180,standard,,F_PAY:E_F_PAY,gt,ungoverned,AB,2,5,,G04-00164,1,withhold,1,0,-,no-governance,,0
Q0180,standard,,F_PAY:E_F_PAY,gt,menu,AB,2,5,,G04-00164,0,withhold,0,0,menu,template-level,,0
Q0180,standard,,F_PAY:E_F_PAY,gt,abac_perm,AB,2,5,,G04-00164,0,withhold,0,0,abac_perm,cell-miss,,0
Q0180,standard,,F_PAY:E_F_PAY,gt,abac_restr,AB,2,5,,G04-00164,0,withhold,0,0,abac_restr,cell-miss,,0
Q0180,standard,,F_PAY:E_F_PAY,gt,idpdm,AB,2,5,,G04-00164,0,withhold,0,0,C1,cell-miss(AB),,0
Q0181,standard,,F_PAY:E_F_PAY,gt,ungoverned,AB,2,5,,G04-00149,1,withhold,1,0,-,no-governance,,0
